Date,Message
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:20,25937.25,25939.25,25931.75,25934.25,1379"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:25,25934.25,25935.5,25931.25,25933.5,1123"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:30,25933.25,25934,25929.25,25929.25,1206"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:35,25929.25,25930.5,25926,25930,1519"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:40,25930,25932.25,25924.5,25926,1460"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:45,25925.75,25929.25,25923.5,25928.25,1511"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:50,25928.25,25932.75,25924.5,25932,990"
2026-01-18T18:00:11.376-05:00,"2026-01-09 21:55,25931.75,25933.75,25927,25931.5,1335"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:00,25946.5,25955.75,25870.25,25891,6851"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:05,25890.75,25923,25881,25913.25,4659"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:10,25913.25,25919.75,25900.25,25906,3018"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:15,25906,25912.75,25879.75,25893.25,3828"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:20,25893.75,25906.5,25890.5,25901.25,1692"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:25,25901.75,25909.5,25900.5,25902.25,1112"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:30,25902.5,25912,25896.25,25906,1933"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:35,25906,25907.5,25899.25,25900.5,996"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:40,25900,25909.25,25899.25,25905.5,1140"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:45,25904.75,25908.25,25894.25,25905.75,1878"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:50,25904.75,25911,25898.75,25905,1329"
2026-01-18T18:00:11.376-05:00,"2026-01-11 23:55,25904.75,25909.5,25893.25,25894,1244"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:00,25893.5,25902.5,25880.75,25887.5,4306"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:05,25888.5,25891.5,25861.75,25871.25,5922"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:10,25871.5,25872.5,25855,25861,3674"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:15,25860.5,25872,25856.75,25867.5,2220"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:20,25868.25,25870.25,25857.5,25859.75,1617"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:25,25858.75,25867.25,25857.75,25861.75,1314"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:30,25861.5,25862.5,25825.25,25832.75,6650"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:35,25832.25,25846.5,25772.75,25788.5,10478"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:40,25788,25815.75,25781.75,25805.25,6891"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:45,25806,25813.75,25800.25,25804.5,3521"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:50,25804.75,25804.75,25786.25,25795.75,4315"
2026-01-18T18:00:11.376-05:00,"2026-01-12 00:55,25796,25800.75,25780.25,25788.5,3406"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:00,25789,25797.5,25762.25,25780.5,8444"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:05,25780.5,25789.5,25775.75,25776.75,3784"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:10,25776.5,25787.75,25760.25,25781.75,5258"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:15,25781.75,25784.5,25762,25763.25,3597"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:20,25763.75,25768.5,25752,25759.5,5339"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:25,25760,25763,25748.75,25756.5,3796"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:30,25756.5,25758,25733,25734,5519"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:35,25733.25,25755,25723.5,25746,5443"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:40,25747.25,25770.25,25745,25769.25,4357"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:45,25769.5,25785,25767,25778.75,5099"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:50,25779.5,25784.5,25768.75,25774.75,3223"
2026-01-18T18:00:11.376-05:00,"2026-01-12 01:55,25774.5,25784,25773.25,25778,1916"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:00,25777.75,25778.5,25753,25759.25,4073"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:05,25760.75,25765.75,25750.25,25754,2600"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:10,25753.75,25756.75,25743.25,25745,2903"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:15,25745,25749,25734,25736.75,3303"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:20,25736.75,25743.5,25734.75,25736.25,2008"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:25,25736.5,25742.75,25731,25741.75,2295"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:30,25741.75,25756.5,25740.5,25751.75,3207"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:35,25751.75,25758.5,25750,25753.75,1677"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:40,25753.75,25758.75,25753,25754.75,1315"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:45,25754.75,25760.5,25753.25,25758,1630"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:50,25757.5,25764.5,25740,25747.75,3678"
2026-01-18T18:00:11.376-05:00,"2026-01-12 02:55,25747.5,25750.75,25740,25747.75,2413"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:00,25747.75,25750,25737.75,25743.25,1822"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:05,25743.5,25753.5,25741.5,25745.5,1545"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:10,25745,25746,25740.5,25744.75,992"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:15,25743.75,25752.75,25740.5,25751.25,1351"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:20,25751.25,25752.5,25742,25748.5,1053"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:25,25748.5,25749.25,25742.75,25745.5,992"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:30,25745.5,25752.75,25745,25750.25,1476"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:35,25750,25752,25740,25749.5,1890"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:40,25749.25,25750.5,25741.5,25746,949"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:45,25745.75,25746.75,25710,25727,6567"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:50,25727.75,25735.25,25722.5,25733.75,2035"
2026-01-18T18:00:11.376-05:00,"2026-01-12 03:55,25734,25739.25,25733,25737.75,1804"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:00,25738,25740.25,25725,25729.25,1937"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:05,25729,25732,25723,25730.5,1307"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:10,25730.75,25730.75,25717.5,25724.5,1543"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:15,25724.75,25728.25,25715,25725,1970"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:20,25724.5,25728.25,25722.5,25725,864"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:25,25725,25730.75,25722,25728.75,1014"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:30,25728.25,25737.5,25723.5,25737.25,1685"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:35,25737.25,25738.25,25728.5,25734,1261"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:40,25734.5,25737.5,25728.75,25729.75,887"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:45,25729.5,25733.25,25726.5,25732.25,772"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:50,25732.5,25733,25722.75,25729.5,927"
2026-01-18T18:00:11.376-05:00,"2026-01-12 04:55,25729.75,25730.25,25723.75,25726.5,677"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:00,25727,25729.5,25721,25729,1066"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:05,25728.25,25734,25726.25,25733.75,985"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:10,25733.25,25743,25720,25721,2450"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:15,25720.75,25721.25,25711,25718.75,2505"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:20,25718.75,25722.5,25712.5,25713.75,1078"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:25,25713.75,25714.25,25692.75,25702.75,5661"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:30,25702.25,25702.5,25687.25,25693.25,2671"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:35,25693.25,25696.5,25689,25689,1381"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:40,25690,25694.25,25686.25,25689,1655"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:45,25688.75,25692.25,25677.25,25679.5,2640"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:50,25680,25697,25679.5,25696.5,2469"
2026-01-18T18:00:11.376-05:00,"2026-01-12 05:55,25696,25700.5,25695,25699,1239"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:00,25699,25711,25696.5,25708.25,2186"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:05,25708.25,25718.75,25707,25717.25,1427"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:10,25717.75,25726,25715.25,25717.25,1829"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:15,25717.25,25718,25706.75,25707.5,1190"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:20,25707.75,25710.75,25698,25709.75,1918"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:25,25710.25,25718.5,25708,25710.5,1562"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:30,25710.25,25715.75,25705.25,25705.25,1249"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:35,25705.5,25715.5,25705,25706.75,947"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:40,25706.75,25717,25705.75,25714,1010"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:45,25714,25720.75,25713.5,25720,1006"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:50,25720.25,25721.75,25712.25,25712.75,871"
2026-01-18T18:00:11.376-05:00,"2026-01-12 06:55,25712.75,25720,25711.25,25717.5,617"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:00,25717.5,25732.75,25715.5,25730,1747"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:05,25729.5,25739.5,25725,25737,2165"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:10,25737,25746.5,25729.25,25735.25,2614"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:15,25735.75,25737.75,25724.25,25725,1343"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:20,25725.5,25732.25,25724.25,25729.75,884"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:25,25729.5,25740.25,25728,25733.75,1653"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:30,25733.75,25733.75,25723.25,25726.75,1193"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:35,25726.75,25735,25724.75,25727.25,1136"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:40,25727.25,25734.5,25725.75,25728,765"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:45,25728,25736.25,25722,25732.5,1283"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:50,25732.75,25734.25,25725.5,25728.5,656"
2026-01-18T18:00:11.376-05:00,"2026-01-12 07:55,25728,25735.5,25723.75,25731.5,1136"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:00,25731.75,25750,25726,25742.25,3261"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:05,25741.75,25750,25736,25739.25,2339"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:10,25738.5,25743.5,25716,25716.25,2763"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:15,25717,25722.75,25689,25690.75,4672"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:20,25690.75,25692,25658.25,25674,7672"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:25,25674.75,25688.25,25668.5,25676.75,3569"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:30,25676.75,25678.25,25645.25,25660,6873"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:35,25661,25664.5,25637.75,25638,3416"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:40,25637.75,25653.25,25632.75,25650.25,4120"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:45,25651,25659,25641.25,25645,2940"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:50,25644.5,25667.5,25638.75,25663.5,2951"
2026-01-18T18:00:11.376-05:00,"2026-01-12 08:55,25663.75,25673.75,25660,25660,2346"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:00,25659.75,25682.5,25659.5,25679.5,3925"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:05,25680,25695.25,25677.5,25694,2904"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:10,25694.25,25701,25683.5,25696,2419"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:15,25696,25701,25685.75,25696,2053"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:20,25696,25696.25,25671.75,25677.25,2148"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:25,25677.25,25683,25672.75,25679.75,1888"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:30,25679.5,25682.75,25665,25671.5,1794"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:35,25671.75,25677.75,25667.25,25674.75,1031"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:40,25674.75,25684.5,25668.25,25675.75,1606"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:45,25675.5,25687,25675.25,25682.25,1206"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:50,25681.75,25698.75,25675.75,25698.25,1776"
2026-01-18T18:00:11.376-05:00,"2026-01-12 09:55,25698.5,25706.75,25689.5,25698,2073"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:00,25698.25,25702.5,25687.75,25695.75,1523"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:05,25695.75,25697,25689.75,25694,759"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:10,25694,25697.75,25687.5,25691,916"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:15,25691.5,25706.25,25686.5,25706.25,1408"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:20,25706,25706.5,25689.75,25699.25,1842"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:25,25699.25,25706.75,25693.5,25705.75,912"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:30,25705.5,25719.25,25704.75,25716.75,2418"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:35,25716.75,25722.75,25710.5,25718,1629"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:40,25718.25,25723.25,25715,25715.75,972"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:45,25716,25718.25,25710.25,25713.5,1058"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:50,25713,25714,25708,25711.5,835"
2026-01-18T18:00:11.376-05:00,"2026-01-12 10:55,25712.75,25712.75,25702,25708,1283"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:00,25707.75,25721.25,25705.5,25708.5,2291"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:05,25708.25,25719.75,25706.75,25713.75,1081"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:10,25713.5,25733,25713,25727,2654"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:15,25727.75,25731,25714,25714.5,1562"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:20,25714.75,25722.5,25713.75,25721.75,1231"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:25,25721.5,25723,25715.75,25718.75,640"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:30,25718.25,25719,25710.5,25716.5,976"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:35,25716,25723.5,25713,25715.5,857"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:40,25715.25,25721.75,25714,25717.25,875"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:45,25717,25724.25,25712.25,25717,1007"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:50,25717,25719.25,25711.25,25715.5,1222"
2026-01-18T18:00:11.376-05:00,"2026-01-12 11:55,25716.25,25720.5,25709.25,25719,931"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:00,25718.25,25733,25713.25,25731.5,2088"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:05,25731.75,25742,25728,25728.25,3023"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:10,25728.5,25741.75,25728.5,25731.75,2421"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:15,25732.75,25739.25,25732.25,25733.25,1077"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:20,25733.25,25739.25,25732.25,25736.25,1022"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:25,25736.25,25737.25,25724.25,25729.5,2015"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:30,25729,25748,25728.25,25746.25,2445"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:35,25745.5,25747,25730.5,25734,2201"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:40,25734.25,25745.5,25731.25,25742.75,1884"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:45,25742.75,25747,25736.75,25746,1513"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:50,25745.75,25759.5,25745.75,25757.75,3389"
2026-01-18T18:00:11.376-05:00,"2026-01-12 12:55,25757.75,25761.75,25748.75,25753.5,2416"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:00,25753,25756,25744.5,25753.5,2211"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:05,25754,25761.75,25727.5,25729.5,3742"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:10,25728.75,25745.25,25728.75,25731.75,3533"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:15,25731.75,25757,25730.25,25754.5,2629"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:20,25755,25762.75,25741.25,25745.75,3279"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:25,25745.75,25756.75,25745,25754,1744"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:30,25753.5,25755,25738.25,25749.25,2224"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:35,25748.75,25754,25741,25750.5,1590"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:40,25751,25754.75,25736.75,25745,2846"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:45,25744.75,25748.75,25740.25,25742.5,1892"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:50,25743,25753.75,25739,25750,2042"
2026-01-18T18:00:11.376-05:00,"2026-01-12 13:55,25749.75,25759.75,25743.25,25743.5,2490"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:00,25743.75,25751,25739.75,25742.75,2796"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:05,25742.75,25754.5,25732,25747.25,5087"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:10,25747,25748,25739.5,25741.75,2328"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:15,25741.75,25745,25724.5,25737.5,5944"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:20,25737.75,25744.25,25722,25726.5,3382"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:25,25727,25750.75,25719.75,25746,9031"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:30,25745.75,25860,25743.75,25856,53718"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:35,25855.75,25889.5,25844.5,25882.75,36611"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:40,25883,25892.5,25848.25,25853,32112"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:45,25853.75,25875,25834.25,25871.25,30951"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:50,25871,25924.75,25867,25893.5,33772"
2026-01-18T18:00:11.376-05:00,"2026-01-12 14:55,25893.5,25918.25,25890,25901,18116"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:00,25901.25,25907.75,25872.5,25876.75,26512"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:05,25876.75,25892,25867,25882.25,17607"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:10,25882.25,25910.25,25871.25,25905.75,20629"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:15,25906,25912,25881.25,25904.25,16179"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:20,25904.25,25931.5,25897.75,25919,21148"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:25,25919,25933.25,25911.25,25921.75,14908"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:30,25921.5,25922.5,25877.5,25891.5,20976"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:35,25891.5,25908.25,25879.75,25901.25,16670"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:40,25901.25,25903.25,25873.5,25887.75,13269"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:45,25887.5,25899.5,25863.5,25895,17751"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:50,25894.75,25911.75,25882.25,25908,12441"
2026-01-18T18:00:11.376-05:00,"2026-01-12 15:55,25908.25,25920.5,25901.5,25916,12025"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:00,25915.5,25923.5,25901.25,25914.75,11550"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:05,25914.75,25928,25913,25925.25,8066"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:10,25925.5,25947.25,25925.5,25946.25,15187"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:15,25946.25,25960,25942.5,25949.75,16148"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:20,25949.25,25957.5,25934.25,25944.25,11856"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:25,25944.5,25945.75,25929,25941.75,9468"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:30,25941.5,25949.25,25933.25,25944,8723"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:35,25945,25952,25938.5,25943.75,8379"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:40,25944,25953.75,25932,25933,7746"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:45,25933,25945.25,25920.75,25942,15447"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:50,25942.25,25964,25941.25,25961.5,11588"
2026-01-18T18:00:11.376-05:00,"2026-01-12 16:55,25961.5,25969.5,25958.5,25960.5,10053"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:00,25960.75,25972,25951.75,25965.75,9746"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:05,25965.75,25968.25,25953,25954.75,6655"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:10,25954.5,25977,25954,25969.75,9393"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:15,25969.25,25970.5,25953.25,25956.25,6453"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:20,25956,25970.75,25955.25,25955.25,7155"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:25,25955.25,25963,25948.75,25962.5,7893"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:30,25962.25,25963,25948.75,25952.5,5626"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:35,25952.75,25955.25,25939.5,25941,7612"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:40,25941,25961.75,25938.5,25959.25,8787"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:45,25959,25972.25,25956.5,25969.5,7160"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:50,25969.5,25971.25,25959,25969.5,5809"
2026-01-18T18:00:11.376-05:00,"2026-01-12 17:55,25969.75,25972,25965,25968.25,3543"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:00,25968.25,25979,25965,25978.25,7324"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:05,25978,25992,25977.5,25986.25,12930"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:10,25986.25,25989.5,25981,25985.5,4763"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:15,25985.75,25986,25975.5,25982.5,5771"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:20,25982.75,25997.25,25981.75,25993.75,7853"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:25,25993.75,25994.25,25986.5,25991,4190"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:30,25991,25993.5,25981.75,25983.75,4986"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:35,25983.75,25987.25,25978.75,25984.25,4330"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:40,25984.25,25986,25977.5,25981.75,3673"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:45,25981.75,25990.5,25979.25,25987.25,4008"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:50,25987,25992.75,25976,25976.25,6024"
2026-01-18T18:00:11.376-05:00,"2026-01-12 18:55,25976.25,25980.5,25973.75,25978.5,3712"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:00,25978.75,25979,25964.75,25967,8441"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:05,25966.75,25980,25962,25978.25,7273"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:10,25978,25983.25,25975.75,25981,4589"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:15,25981.25,25991.25,25977.25,25991,5849"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:20,25991,25995.5,25986.5,25995,5485"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:25,25995.25,26003.25,25991.75,25996.25,6649"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:30,25996.25,26013.5,25995.25,26010.25,10131"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:35,26010.25,26016,26006,26008.5,7028"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:40,26008.5,26010.25,26003.5,26006.5,4040"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:45,26006.5,26012.5,26005.25,26008.5,3819"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:50,26008.5,26011.25,26004.25,26006.5,3365"
2026-01-18T18:00:11.376-05:00,"2026-01-12 19:55,26006,26018.5,26004.5,26014.75,5323"
2026-01-18T18:00:11.376-05:00,"2026-01-12 20:00,26015,26020.5,26004,26005.5,7622"
2026-01-18T18:00:11.376-05:00,"2026-01-12 20:05,26005.5,26010.25,26002.25,26002.5,4288"
2026-01-18T18:00:11.376-05:00,"2026-01-12 20:10,26002.5,26008.25,25997.25,26002.5,6135"
2026-01-18T18:00:11.376-05:00,"2026-01-12 20:15,26002.5,26003,25992.5,25994,5873"
2026-01-18T18:00:11.376-05:00,"2026-01-12 20:20,25993.75,25997.75,25986.25,25989.25,6542"
